"","date","away.jumper","home.jumper","winning.team","away.team","home.team","shoot.first","score.first"
"928",2019-03-03,"Nikola Vucevic","Larry Nance Jr.","cle","orl","cle","cle","cle"
"929",2019-03-03,"Marc Gasol","Andre Drummond","det","tor","det","det","det"
"930",2019-03-03,"Karl-Anthony Towns","Bobby Portis","wsh","min","wsh","min","wsh"
"931",2019-03-03,"Jonas Valanciunas","Steven Adams","mem","mem","okc","mem","mem"
"932",2019-03-04,"Dwight Powell","Jarrett Allen","bkn","dal","bkn","bkn","bkn"
"933",2019-03-04,"Dewayne Dedmon","Bam Adebayo","mia","atl","mia","mia","mia"
"934",2019-03-04,"Nikola Jokic","Jakob Poeltl","den","den","sa","den","sa"
"935",2019-03-04,"Brook Lopez","Deandre Ayton","mil","mil","phx","mil","mil"
"936",2019-03-04,"Anthony Davis","Rudy Gobert","utah","no","utah","utah","utah"
"937",2019-03-04,"Luke Kornet","Willie Cauley-Stein","sac","ny","sac","sac","ny"
"938",2019-03-04,"Ivica Zubac","JaVale McGee","lac","lac","lal","lac","lac"
"939",2019-03-05,"Robin Lopez","Myles Turner","ind","chi","ind","ind","ind"
"940",2019-03-05,"Nikola Vucevic","Amir Johnson","phi","orl","phi","phi","orl"
"941",2019-03-05,"Clint Capela","Serge Ibaka","hou","hou","tor","hou","hou"
"942",2019-03-05,"Jusuf Nurkic","Jonas Valanciunas","por","por","mem","por","por"
"943",2019-03-05,"Steven Adams","Karl-Anthony Towns","min","okc","min","min","okc"
"944",2019-03-05,"Al Horford","DeMarcus Cousins","bos","bos","gs","bos","bos"
"945",2019-03-06,"Bam Adebayo","Cody Zeller","mia","mia","cha","mia","mia"
"946",2019-03-06,"Karl-Anthony Towns","Andre Drummond","det","min","det","min","min"
"947",2019-03-06,"Dwight Powell","Bobby Portis","dal","dal","wsh","dal","dal"
"948",2019-03-06,"LaMarcus Aldridge","Alex Len","sa","sa","atl","sa","atl"
"949",2019-03-06,"Larry Nance Jr.","Jarrett Allen","bkn","cle","bkn","bkn","bkn"
"950",2019-03-06,"Amir Johnson","Robin Lopez","phi","phi","chi","phi","phi"
"951",2019-03-06,"Rudy Gobert","Anthony Davis","utah","utah","no","no","utah"
"952",2019-03-06,"DeAndre Jordan","Deandre Ayton","ny","ny","phx","ny","ny"
"953",2019-03-06,"Al Horford","Willie Cauley-Stein","bos","bos","sac","bos","bos"
"954",2019-03-06,"Nikola Jokic","JaVale McGee","den","den","lal","den","den"
"955",2019-03-07,"Myles Turner","Brook Lopez","mil","ind","mil","mil","mil"
"956",2019-03-07,"Steven Adams","Jusuf Nurkic","okc","okc","por","okc","por"
"957",2019-03-08,"Bobby Portis","Cody Zeller","cha","wsh","cha","cha","cha"
"958",2019-03-08,"Dwight Powell","Nikola Vucevic","orl","dal","orl","orl","dal"
"959",2019-03-08,"Larry Nance Jr.","Bam Adebayo","mia","cle","mia","mia","mia"
"960",2019-03-08,"Andre Drummond","Robin Lopez","det","det","chi","det","det"
"961",2019-03-08,"Amir Johnson","Clint Capela","hou","phi","hou","phi","phi"
"962",2019-03-08,"Rudy Gobert","Jonas Valanciunas","mem","utah","mem","mem","mem"
"963",2019-03-08,"Marc Gasol","Jahlil Okafor","tor","tor","no","tor","no"
"964",2019-03-08,"Nikola Jokic","DeMarcus Cousins","gs","den","gs","gs","gs"
"965",2019-03-08,"Steven Adams","Ivica Zubac","okc","okc","lac","okc","okc"
"967",2019-03-09,"Jarrett Allen","Alex Len","bkn","bkn","atl","bkn","atl"
"968",2019-03-09,"Bobby Portis","Karl-Anthony Towns","wsh","wsh","min","wsh","wsh"
"969",2019-03-09,"Al Horford","JaVale McGee","lal","bos","lal","lal","bos"
"970",2019-03-09,"Cody Zeller","Brook Lopez","mil","cha","mil","mil","mil"
"971",2019-03-09,"Deandre Ayton","Jusuf Nurkic","por","phx","por","por","phx"
"972",2019-03-10,"Robin Lopez","Andre Drummond","det","chi","det","det","det"
"973",2019-03-10,"Serge Ibaka","Bam Adebayo","mia","tor","mia","mia","mia"
"974",2019-03-10,"Myles Turner","Joel Embiid","phi","ind","phi","phi","phi"
"975",2019-03-10,"Anthony Davis","Alex Len","no","no","atl","no","no"
"976",2019-03-10,"Nikola Vucevic","Jonas Valanciunas","orl","orl","mem","orl","mem"
"977",2019-03-10,"Clint Capela","Dwight Powell","hou","hou","dal","hou","hou"
"978",2019-03-10,"DeAndre Jordan","Taj Gibson","min","ny","min","min","min"
"979",2019-03-10,"Brook Lopez","Jakob Poeltl","mil","mil","sa","mil","mil"
"980",2019-03-10,"Deandre Ayton","DeMarcus Cousins","gs","phx","gs","gs","gs"
"981",2019-03-11,"Marc Gasol","Ante Zizic","tor","tor","cle","tor","tor"
"982",2019-03-11,"Willie Cauley-Stein","Bobby Portis","wsh","sac","wsh","wsh","sac"
"983",2019-03-11,"Andre Drummond","Jarrett Allen","bkn","det","bkn","bkn","det"
"984",2019-03-11,"Willy Hernangomez","Clint Capela","hou","cha","hou","hou","cha"
"985",2019-03-11,"Steven Adams","Rudy Gobert","utah","okc","utah","utah","utah"
"986",2019-03-11,"Al Horford","Ivica Zubac","lac","bos","lac","bos","bos"
"987",2019-03-12,"DeAndre Jordan","Myles Turner","ny","ny","ind","ny","ny"
"988",2019-03-12,"Ante Zizic","Joel Embiid","phi","cle","phi","phi","phi"
"989",2019-03-12,"JaVale McGee","Robin Lopez","chi","lal","chi","chi","lal"
"990",2019-03-12,"Brook Lopez","Anthony Davis","no","mil","no","no","mil"
"991",2019-03-12,"Jakob Poeltl","Dwight Powell","dal","sa","dal","dal","sa"
"992",2019-03-12,"Karl-Anthony Towns","Nikola Jokic","den","min","den","min","min"
"993",2019-03-12,"Jusuf Nurkic","Ivica Zubac","por","por","lac","por","por"
"994",2019-03-13,"Andre Drummond","Bam Adebayo","det","det","mia","det","mia"
"995",2019-03-13,"Nikola Vucevic","Bobby Portis","wsh","orl","wsh","wsh","wsh"
"996",2019-03-13,"Jonas Valanciunas","Dewayne Dedmon","mem","mem","atl","mem","atl"
"997",2019-03-13,"Jarrett Allen","Steven Adams","bkn","bkn","okc","okc","bkn"
"998",2019-03-13,"DeMarcus Cousins","Clint Capela","gs","gs","hou","gs","gs"
"999",2019-03-13,"Rudy Gobert","Deandre Ayton","utah","utah","phx","phx","phx"
"1000",2019-03-14,"Steven Adams","Myles Turner","okc","okc","ind","okc","okc"
"1001",2019-03-14,"Ante Zizic","Nikola Vucevic","cle","cle","orl","cle","cle"
"1002",2019-03-14,"Willie Cauley-Stein","Al Horford","sac","sac","bos","sac","bos"
"1003",2019-03-14,"JaVale McGee","Marc Gasol","tor","lal","tor","tor","lal"
"1004",2019-03-14,"Karl-Anthony Towns","Rudy Gobert","utah","min","utah","utah","min"
"1006",2019-03-15,"JaVale McGee","Andre Drummond","lal","lal","det","lal","lal"
"1007",2019-03-15,"Willie Cauley-Stein","Joel Embiid","phi","sac","phi","phi","sac"
"1008",2019-03-15,"Bismack Biyombo","Bobby Portis","cha","cha","wsh","cha","cha"
"1009",2019-03-15,"Brook Lopez","Bam Adebayo","mil","mil","mia","mil","mia"
"1010",2019-03-15,"Deandre Ayton","Clint Capela","hou","phx","hou","phx","phx"
"1011",2019-03-15,"Jusuf Nurkic","Jahlil Okafor","por","por","no","por","por"
"1012",2019-03-15,"DeAndre Jordan","Jakob Poeltl","sa","ny","sa","sa","sa"
"1013",2019-03-15,"Robin Lopez","Ivica Zubac","chi","chi","lac","chi","chi"
"1014",2019-03-16,"Dewayne Dedmon","Al Horford","bos","atl","bos","bos","bos"
"1015",2019-03-16,"Jonas Valanciunas","Bobby Portis","wsh","mem","wsh","wsh","wsh"
"1016",2019-03-16,"Deandre Ayton","Anthony Davis","no","phx","no","no","no"
"1017",2019-03-16,"Ante Zizic","Dwight Powell","cle","cle","dal","cle","cle"
"1018",2019-03-16,"DeMarcus Cousins","Steven Adams","gs","gs","okc","gs","gs"
"1019",2019-03-16,"Jusuf Nurkic","Jakob Poeltl","por","por","sa","por","sa"
"1020",2019-03-16,"Myles Turner","Nikola Jokic","ind","ind","den","ind","ind"
"1021",2019-03-16,"Jarrett Allen","Rudy Gobert","bkn","bkn","utah","bkn","utah"
"1022",2019-03-17,"JaVale McGee","DeAndre Jordan","lal","lal","ny","lal","lal"
"1023",2019-03-17,"Bismack Biyombo","Bam Adebayo","mia","cha","mia","mia","mia"
"1024",2019-03-17,"Joel Embiid","Brook Lopez","mil","phi","mil","mil","phi"
"1025",2019-03-17,"Marc Gasol","Andre Drummond","det","tor","det","det","tor"
"1026",2019-03-17,"Dewayne Dedmon","Nikola Vucevic","atl","atl","orl","atl","orl"
"1027",2019-03-17,"Robin Lopez","Willie Cauley-Stein","chi","chi","sac","chi","chi"
"1028",2019-03-17,"Karl-Anthony Towns","Clint Capela","min","min","hou","min","hou"
"1029",2019-03-17,"Jarrett Allen","Ivica Zubac","bkn","bkn","lac","bkn","bkn"
"1030",2019-03-18,"Andre Drummond","Ante Zizic","det","det","cle","cle","cle"
"1031",2019-03-18,"Rudy Gobert","Bobby Portis","utah","utah","wsh","utah","utah"
"1032",2019-03-18,"Nikola Jokic","Al Horford","den","den","bos","den","bos"
"1033",2019-03-18,"DeAndre Jordan","Marc Gasol","ny","ny","tor","tor","tor"
"1034",2019-03-18,"Bam Adebayo","Steven Adams","okc","mia","okc","okc","okc"
"1035",2019-03-18,"Andrew Bogut","Jakob Poeltl","gs","gs","sa","gs","sa"
"1036",2019-03-18,"Anthony Davis","Dwight Powell","no","no","dal","no","dal"
"1037",2019-03-18,"Robin Lopez","Deandre Ayton","chi","chi","phx","chi","phx"
"1038",2019-03-18,"Myles Turner","Jusuf Nurkic","por","ind","por","por","por"
"1039",2019-03-19,"Amir Johnson","Bismack Biyombo","phi","phi","cha","phi","phi"
"1040",2019-03-19,"Clint Capela","Dewayne Dedmon","hou","hou","atl","hou","hou"
"1041",2019-03-19,"JaVale McGee","Brook Lopez","lal","lal","mil","lal","lal"
"1042",2019-03-19,"Andrew Bogut","Karl-Anthony Towns","gs","gs","min","gs","gs"
"1043",2019-03-19,"Jarrett Allen","Willie Cauley-Stein","bkn","bkn","sac","bkn","bkn"
"1044",2019-03-19,"Myles Turner","Ivica Zubac","lac","ind","lac","ind","ind"
"1045",2019-03-20,"Brook Lopez","Ante Zizic","mil","mil","cle","mil","mil"
"1046",2019-03-20,"Jahlil Okafor","Nikola Vucevic","no","no","orl","no","orl"
"1047",2019-03-20,"Al Horford","Joel Embiid","bos","bos","phi","bos","bos"
"1048",2019-03-20,"Rudy Gobert","DeAndre Jordan","utah","utah","ny","utah","utah"
"1049",2019-03-20,"Bobby Portis","Robin Lopez","chi","wsh","chi","chi","chi"
"1050",2019-03-20,"Clint Capela","Jonas Valanciunas","hou","hou","mem","hou","mem"
"1051",2019-03-20,"Bam Adebayo","Jakob Poeltl","mia","mia","sa","mia","mia"
"1052",2019-03-20,"Marc Gasol","Steven Adams","tor","tor","okc","tor","tor"
"1053",2019-03-20,"Dwight Powell","Jusuf Nurkic","por","dal","por","dal","dal"
"1054",2019-03-21,"Karl-Anthony Towns","Bismack Biyombo","min","min","cha","min","min"
"1055",2019-03-21,"Nikola Jokic","Thomas Bryant","wsh","den","wsh","wsh","wsh"
"1056",2019-03-21,"Rudy Gobert","Dewayne Dedmon","utah","utah","atl","atl","atl"
"1057",2019-03-21,"Andre Drummond","Deandre Ayton","det","det","phx","det","det"
"1058",2019-03-21,"Dwight Powell","Willie Cauley-Stein","sac","dal","sac","sac","dal"
"1059",2019-03-21,"Myles Turner","DeMarcus Cousins","gs","ind","gs","gs","ind"
"1060",2019-03-22,"Jonas Valanciunas","Nikola Vucevic","orl","mem","orl","orl","mem"
"1061",2019-03-22,"Ivica Zubac","Ante Zizic","lac","lac","cle","lac","cle"
"1062",2019-03-22,"Nikola Jokic","DeAndre Jordan","den","den","ny","den","den"
"1063",2019-03-22,"Steven Adams","Marc Gasol","okc","okc","tor","okc","tor"
"1064",2019-03-22,"LaMarcus Aldridge","Clint Capela","sa","sa","hou","sa","hou"
"1065",2019-03-22,"Bam Adebayo","Brook Lopez","mil","mia","mil","mil","mil"
"1066",2019-03-22,"Jarrett Allen","JaVale McGee","lal","bkn","lal","lal","lal"
"1067",2019-03-23,"Robert Williams III","Bismack Biyombo","bos","bos","cha","bos","bos"
"1068",2019-03-23,"Bam Adebayo","Thomas Bryant","mia","mia","wsh","mia","mia"
"1069",2019-03-23,"Joel Embiid","Dewayne Dedmon","atl","phi","atl","atl","atl"
"1070",2019-03-23,"Rudy Gobert","Robin Lopez","chi","utah","chi","chi","chi"
"1071",2019-03-23,"Karl-Anthony Towns","Jonas Valanciunas","min","min","mem","min","min"
"1072",2019-03-23,"Dwight Powell","DeMarcus Cousins","gs","dal","gs","gs","dal"
"1073",2019-03-23,"Andre Drummond","Jusuf Nurkic","det","det","por","por","por"
"1074",2019-03-23,"Deandre Ayton","Willie Cauley-Stein","sac","phx","sac","sac","sac"
"1075",2019-03-24,"Ivica Zubac","DeAndre Jordan","ny","lac","ny","ny","lac"
"1076",2019-03-24,"Larry Nance Jr.","Brook Lopez","mil","cle","mil","mil","mil"
"1077",2019-03-24,"Nikola Jokic","Myles Turner","den","den","ind","den","ind"
"1078",2019-03-24,"Bismack Biyombo","Marc Gasol","cha","cha","tor","cha","tor"
"1079",2019-03-24,"PJ Tucker","Anthony Davis","hou","hou","no","hou","hou"
"1080",2019-03-24,"Jakob Poeltl","Aron Baynes","sa","sa","bos","sa","sa"
"1081",2019-03-24,"Andre Drummond","Andrew Bogut","det","det","gs","det","det"
"1082",2019-03-24,"Willie Cauley-Stein","JaVale McGee","lal","sac","lal","sac","sac"
"1083",2019-03-25,"Joel Embiid","Nikola Vucevic","orl","phi","orl","orl","phi"
"1084",2019-03-25,"Steven Adams","Jonas Valanciunas","okc","okc","mem","okc","mem"
"1085",2019-03-25,"Deandre Ayton","Rudy Gobert","utah","phx","utah","phx","phx"
"1086",2019-03-25,"Jarrett Allen","Jusuf Nurkic","bkn","bkn","por","bkn","por"
"1087",2019-03-26,"Jakob Poeltl","Bismack Biyombo","sa","sa","cha","sa","cha"
"1088",2019-03-26,"Aron Baynes","Tristan Thompson","bos","bos","cle","bos","cle"
"1089",2019-03-26,"Nikola Vucevic","Bam Adebayo","orl","orl","mia","orl","mia"
"1090",2019-03-26,"Robin Lopez","Marc Gasol","chi","chi","tor","tor","tor"
"1091",2019-03-26,"Clint Capela","Brook Lopez","mil","hou","mil","hou","hou"
"1092",2019-03-26,"Ivica Zubac","Karl-Anthony Towns","lac","lac","min","lac","lac"
"1093",2019-03-26,"Dewayne Dedmon","Cheick Diallo","no","atl","no","no","no"
"1094",2019-03-26,"Willie Cauley-Stein","Dwight Powell","dal","sac","dal","dal","dal"
"1095",2019-03-26,"Andre Drummond","Nikola Jokic","det","det","den","det","det"
"1096",2019-03-26,"Thomas Bryant","JaVale McGee","lal","wsh","lal","wsh","wsh"
"1097",2019-03-27,"Enes Kanter","Robin Lopez","chi","por","chi","chi","por"
"1098",2019-03-27,"DeMarcus Cousins","Jonas Valanciunas","mem","gs","mem","mem","mem"
"1099",2019-03-27,"Myles Turner","Steven Adams","okc","ind","okc","okc","okc"
"1100",2019-03-27,"Bobby Portis","Deandre Ayton","wsh","wsh","phx","wsh","phx"
"1101",2019-03-27,"JaVale McGee","Rudy Gobert","lal","lal","utah","lal","utah"
"1102",2019-03-28,"Nikola Vucevic","Andre Drummond","det","orl","det","det","det"
"1103",2019-03-28,"Jarrett Allen","Joel Embiid","phi","bkn","phi","bkn","bkn"
"1104",2019-03-28,"Dwight Powell","Bam Adebayo","mia","dal","mia","mia","mia"
"1105",2019-03-28,"Marc Gasol","DeAndre Jordan","tor","tor","ny","tor","tor"
"1106",2019-03-28,"Nikola Jokic","Clint Capela","hou","den","hou","hou","den"
"1107",2019-03-28,"Ivica Zubac","Brook Lopez","mil","lac","mil","mil","mil"
"1108",2019-03-28,"Willie Cauley-Stein","Jahlil Okafor","sac","sac","no","sac","sac"
"1109",2019-03-28,"Tristan Thompson","Jakob Poeltl","sa","cle","sa","sa","sa"
"1110",2019-03-29,"Myles Turner","Aron Baynes","bos","ind","bos","bos","bos"
"1111",2019-03-29,"Enes Kanter","Dewayne Dedmon","atl","por","atl","atl","atl"
"1112",2019-03-29,"DeMarcus Cousins","Karl-Anthony Towns","min","gs","min","min","min"
"1113",2019-03-29,"Nikola Jokic","Steven Adams","okc","den","okc","okc","den"
"1114",2019-03-29,"Thomas Bryant","Rudy Gobert","utah","wsh","utah","utah","utah"
"1115",2019-03-29,"Bismack Biyombo","JaVale McGee","cha","cha","lal","lal","lal"
"1116",2019-03-30,"Tristan Thompson","Ivica Zubac","cle","cle","lac","cle","cle"
"1117",2019-03-30,"Aron Baynes","Jarrett Allen","bkn","bos","bkn","bos","bos"
"1118",2019-03-30,"Willie Cauley-Stein","Clint Capela","hou","sac","hou","hou","sac"
"1119",2019-03-30,"Enes Kanter","Andre Drummond","det","por","det","det","por"
"1120",2019-03-30,"Nikola Vucevic","Myles Turner","orl","orl","ind","orl","orl"
"1121",2019-03-30,"Bam Adebayo","Mitchell Robinson","mia","mia","ny","mia","mia"
"1122",2019-03-30,"Marc Gasol","Robin Lopez","chi","tor","chi","tor","tor"
"1123",2019-03-30,"Jonah Bolden","Karl-Anthony Towns","min","phi","min","min","min"
"1124",2019-03-30,"Jonas Valanciunas","Deandre Ayton","phx","mem","phx","mem","mem"
"1125",2019-03-31,"Brook Lopez","Alex Len","mil","mil","atl","mil","mil"
"1126",2019-03-31,"Dwight Powell","Steven Adams","dal","dal","okc","dal","dal"
"1127",2019-03-31,"JaVale McGee","Jahlil Okafor","lal","lal","no","lal","lal"
"1128",2019-03-31,"Willie Cauley-Stein","LaMarcus Aldridge","sa","sac","sa","sa","sa"
"1129",2019-03-31,"Thomas Bryant","Nikola Jokic","den","wsh","den","den","den"
"1130",2019-03-31,"Bismack Biyombo","DeMarcus Cousins","gs","cha","gs","gs","gs"
"1131",2019-03-31,"Jonas Valanciunas","Ivica Zubac","lac","mem","lac","lac","mem"
"1132",2019-04-01,"Andre Drummond","Myles Turner","det","det","ind","det","det"
"1133",2019-04-01,"Bam Adebayo","Aron Baynes","bos","mia","bos","bos","bos"
"1134",2019-04-01,"Brook Lopez","Jarrett Allen","mil","mil","bkn","mil","mil"
"1135",2019-04-01,"Robin Lopez","Mitchell Robinson","chi","chi","ny","chi","chi"
"1136",2019-04-01,"Nikola Vucevic","Marc Gasol","orl","orl","tor","orl","orl"
"1137",2019-04-01,"Enes Kanter","Karl-Anthony Towns","min","por","min","min","min"
"1138",2019-04-01,"Jonah Bolden","Dwight Powell","phi","phi","dal","phi","dal"
"1139",2019-04-01,"Bismack Biyombo","Rudy Gobert","utah","cha","utah","utah","utah"
"1140",2019-04-01,"Larry Nance Jr.","Richaun Holmes","cle","cle","phx","cle","phx"
"1141",2019-04-02,"JaVale McGee","Steven Adams","lal","lal","okc","okc","okc"
"1142",2019-04-02,"Alex Len","LaMarcus Aldridge","sa","atl","sa","sa","sa"
"1143",2019-04-02,"Clint Capela","Willie Cauley-Stein","hou","hou","sac","hou","hou"
"1144",2019-04-02,"Nikola Jokic","DeMarcus Cousins","gs","den","gs","gs","gs"
"1145",2019-04-03,"Myles Turner","Andre Drummond","det","ind","det","det","det"
"1146",2019-04-03,"Mitchell Robinson","Nikola Vucevic","orl","ny","orl","orl","ny"
"1147",2019-04-03,"Robin Lopez","Thomas Bryant","wsh","chi","wsh","wsh","chi"
"1148",2019-04-03,"Jonah Bolden","Alex Len","phi","phi","atl","phi","phi"
"1149",2019-04-03,"Marc Gasol","Jarrett Allen","bkn","tor","bkn","tor","tor"
"1150",2019-04-03,"Aron Baynes","Bam Adebayo","mia","bos","mia","mia","bos"
"1151",2019-04-03,"Bismack Biyombo","Jahlil Okafor","cha","cha","no","cha","cha"
"1152",2019-04-03,"Karl-Anthony Towns","Dwight Powell","min","min","dal","min","min"
"1153",2019-04-03,"Jakob Poeltl","Nikola Jokic","sa","sa","den","den","den"
"1154",2019-04-03,"Rudy Gobert","Richaun Holmes","utah","utah","phx","utah","phx"
"1155",2019-04-03,"Ivan Rabb","Enes Kanter","por","mem","por","mem","por"
"1156",2019-04-03,"Clint Capela","Ivica Zubac","lac","hou","lac","lac","lac"
"1157",2019-04-04,"Brook Lopez","Joel Embiid","mil","mil","phi","mil","phi"
"1158",2019-04-04,"Ante Zizic","Willie Cauley-Stein","sac","cle","sac","sac","sac"
"1159",2019-04-04,"DeMarcus Cousins","JaVale McGee","gs","gs","lal","gs","gs"
"1160",2019-04-05,"Marc Gasol","Bismack Biyombo","tor","tor","cha","tor","tor"
"1161",2019-04-05,"John Collins","Nikola Vucevic","orl","atl","orl","atl","atl"
"1162",2019-04-05,"Jakob Poeltl","Thomas Bryant","sa","sa","wsh","sa","sa"
"1163",2019-04-05,"Aron Baynes","Myles Turner","bos","bos","ind","bos","bos"
"1164",2019-04-05,"Mitchell Robinson","Clint Capela","hou","ny","hou","hou","hou"
"1165",2019-04-05,"Bam Adebayo","Karl-Anthony Towns","min","mia","min","min","min"
"1166",2019-04-05,"Andre Drummond","Steven Adams","det","det","okc","okc","okc"
"1167",2019-04-05,"Ivan Rabb","Maxi Kleber","dal","mem","dal","dal","dal"
"1168",2019-04-05,"Marvin Bagley III","Rudy Gobert","utah","sac","utah","utah","utah"
"1169",2019-04-05,"Jahlil Okafor","Ray Spalding","no","no","phx","no","phx"
"1170",2019-04-05,"Enes Kanter","Nikola Jokic","den","por","den","den","den"
"1171",2019-04-05,"Tristan Thompson","Andrew Bogut","gs","cle","gs","gs","gs"
"1172",2019-04-05,"JaVale McGee","Ivica Zubac","lal","lal","lac","lal","lal"
"1173",2019-04-06,"Jarrett Allen","Brook Lopez","mil","bkn","mil","mil","mil"
"1174",2019-04-06,"Joel Embiid","Robin Lopez","phi","phi","chi","phi","chi"
"1175",2019-04-07,"Bam Adebayo","Marc Gasol","tor","mia","tor","tor","tor"
"1176",2019-04-07,"Jakob Poeltl","Larry Nance Jr.","cle","sa","cle","cle","cle"
"1177",2019-04-07,"Steven Adams","Karl-Anthony Towns","min","okc","min","okc","okc"
"1178",2019-04-07,"Bismack Biyombo","Andre Drummond","det","cha","det","det","cha"
"1179",2019-04-07,"Jarrett Allen","Myles Turner","bkn","bkn","ind","bkn","bkn"
"1180",2019-04-07,"Dwight Powell","Ivan Rabb","mem","dal","mem","mem","mem"
"1181",2019-04-07,"Ray Spalding","Clint Capela","hou","phx","hou","hou","hou"
"1182",2019-04-07,"Alex Len","Brook Lopez","mil","atl","mil","mil","mil"
"1183",2019-04-07,"Nikola Vucevic","Aron Baynes","bos","orl","bos","orl","orl"
"1184",2019-04-07,"Thomas Bryant","Mitchell Robinson","ny","wsh","ny","ny","ny"
"1185",2019-04-07,"Montrezl Harrell","DeMarcus Cousins","lac","lac","gs","lac","lac"
"1186",2019-04-07,"Mason Plumlee","Enes Kanter","por","den","por","por","por"
"1187",2019-04-07,"Jahlil Okafor","Willie Cauley-Stein","sac","no","sac","sac","sac"
"1188",2019-04-07,"Rudy Gobert","JaVale McGee","utah","utah","lal","utah","utah"
"1189",2019-04-09,"Bismack Biyombo","Larry Nance Jr.","cha","cha","cle","cle","cle"
"1190",2019-04-09,"Tyler Zeller","Andre Drummond","det","mem","det","det","det"
"1191",2019-04-09,"Robert Williams III","Thomas Bryant","wsh","bos","wsh","wsh","wsh"
"1192",2019-04-09,"Jonah Bolden","Bam Adebayo","mia","phi","mia","mia","mia"
"1193",2019-04-09,"Mitchell Robinson","Robin Lopez","ny","ny","chi","ny","ny"
"1194",2019-04-09,"Marc Gasol","Gorgui Dieng","tor","tor","min","tor","min"
"1196",2019-04-09,"Ray Spalding","Dwight Powell","phx","phx","dal","dal","dal"
"1197",2019-04-09,"Jamal Murray","Derrick Favors","utah","den","utah","utah","utah"
"1198",2019-04-09,"Clint Capela","Steven Adams","hou","hou","okc","hou","hou"
"1199",2019-04-09,"Enes Kanter","JaVale McGee","lal","por","lal","lal","lal"
"1200",2019-04-10,"Kyle O'Quinn","John Collins","ind","ind","atl","ind","ind"
"1201",2019-04-10,"Kelly Olynyk","Jarrett Allen","mia","mia","bkn","mia","mia"
"1202",2019-04-10,"Khem Birch","Bismack Biyombo","cha","orl","cha","cha","cha"
"1203",2019-04-10,"Andre Drummond","Mitchell Robinson","det","det","ny","det","det"
"1204",2019-04-10,"Robin Lopez","Boban Marjanovic","chi","chi","phi","phi","phi"
"1205",2019-04-10,"Andrew Bogut","Ivan Rabb","gs","gs","mem","gs","gs"
"1206",2019-04-10,"Steven Adams","D.J. Wilson","okc","okc","mil","okc","mil"
"1207",2019-04-10,"Dwight Powell","Jakob Poeltl","sa","dal","sa","sa","sa"
"1208",2019-04-10,"Gorgui Dieng","Nikola Jokic","den","min","den","den","den"
"1209",2019-04-10,"Ekpe Udoh","Ivica Zubac","utah","utah","lac","utah","utah"
"1210",2019-04-10,"Willie Cauley-Stein","Skal Labissiere","por","sac","por","por","por"
